,folder,name,question,Item Type,Section,Type,Program,Language,Level,ID,SectionShort,date
509,Descriptive-statistics/uu-Descriptive-statistics-617-nl,uu-Descriptive-statistics-617-nl,"
**Download**: [SPSS file](uu-Descriptive-statistics-617-nl-data.sav), [CSV file](uu-Descriptive-statistics-617-nl-data.csv)
Open het databestand.
Beantwoord de volgende vragen.
**Beantwoord iedere vraag met alle decimalen die in de output vermeld staan.**
Answerlist
----------
* Het aantal respondenten waarvan de score op aandacht op meetmoment 3 bekend is, is… 
* De gemiddelde score op updating is…
* De minimaal behaalde score op aandacht op meetmoment 1 is…
* De range van shifting is…
",cloze,Descriptive statistics,Performing analysis,"SPSS, JASP",Dutch,Statistical Literacy,fdf61,Descriptive statistics/Descriptive statistics,2026-01-12
510,Descriptive-statistics/uu-Descriptive-statistics-618-en,uu-Descriptive-statistics-618-en,"
* Download**: [SPSS file](uu-Descriptive-statistics-618-en-data.sav), [CSV file](uu-Descriptive-statistics-618-en-data.csv)
Open the data file.
Answer the following questions.
* Answer each question with all decimals listed in the output.**
Answerlist
----------
* The number of respondents whose score on language proficiency at measurement time 3 is known is....
* The average score on spelling is...
* The maximum score obtained on grammar is....
* The number of respondents in experimental group B is...
",cloze,Descriptive statistics,Performing analysis,"SPSS, JASP",English,Statistical Literacy,20e18,Descriptive statistics/Descriptive statistics,2026-01-12
512,Descriptive-statistics/uu-Descriptive-statistics-619-en,uu-Descriptive-statistics-619-en,"
* Download**: [SPSS file](uu-Descriptive-statistics-619-en-data.sav), [CSV file](uu-Descriptive-statistics-619-en-data.csv)
Open the data file.
Answer the following questions.
* Answer each question with all decimals listed in the output.**
Answerlist
----------
* The number of respondents whose score on well-being at measurement time 2 is known is....
* The average score on job satisfaction is...
* The minimum score obtained on stress tolerance is....
* Most respondents are in experimental group...
",cloze,Descriptive statistics,Performing analysis,"SPSS, JASP",English,Statistical Literacy,9f450,Descriptive statistics/Descriptive statistics,2026-01-12
514,Descriptive-statistics/uu-Descriptive-statistics-620-en,uu-Descriptive-statistics-620-en,"
* Download**: [SPSS file](uu-Descriptive-statistics-620-en-data.sav), [CSV file](uu-Descriptive-statistics-620-en-data.csv)
Open the data file.
Answer the following questions.
* Answer each question with all decimals listed in the output.**
Answerlist
----------
* The number of respondents whose score on attention at measurement time 1 is known is....
* The average score on shifting is...
* The minimum score obtained on attention at measurement time 3 is...
* The number of respondents in experimental group 2 is...
",cloze,Descriptive statistics,Performing analysis,"SPSS, JASP",English,Statistical Literacy,9bd06,Descriptive statistics/Descriptive statistics,2026-01-12
516,Descriptive-statistics/uu-Descriptive-statistics-621-en,uu-Descriptive-statistics-621-en,"
* Download**: [SPSS file](uu-Descriptive-statistics-621-en-data.sav), [CSV file](uu-Descriptive-statistics-621-en-data.csv)
Open the data file.
Answer the following questions.
* Answer each question with all decimals listed in the output.**
Answerlist
----------
* The number of respondents whose score on language proficiency at measurement time 1 is known is....
* The average score on grammar is...
* The maximum score obtained on spelling is....
* The number of respondents in experimental group A is...
",cloze,Descriptive statistics,Performing analysis,"SPSS, JASP",English,Statistical Literacy,09a97,Descriptive statistics/Descriptive statistics,2026-01-12
2124,Factor-analysis/eur-factor-108-en,eur-factor-108-en,"* Ork for psychologists and educators.*
A scientist is investigating factors that may explain why career opportunities for psychologists and educators are sometimes low. From theoretical insights about career opportunities, the researcher has the idea that several dimensions can be distinguished that have something to do with career opportunities. She has devised 34 statements on which respondents can indicate whether they agree with a statement on a 4-point scale (1. completely agree; 2. somewhat agree; 3. not so much agree; 4. not at all agree). An example of a statement is, ""I completed a relevant internship during my education."" The questionnaire was administered to 312 graduates. Participants' responses to the 34 statements are shown in the data file.
Open the data file.
Perform an unrotated exploratory factor analysis with principal axis factoring in which you include all the statements from the questionnaire. What percentage of the total variance does the third factor explain (1 decimal place)?
* Download**: [SPSS file](eur-factor-108-nl-data.sav), [CSV file](eur-factor-108-nl-data.csv)
",num,"Factor analysis/Exploratory factor analysis, Factor analysis/Explained variance",Performing analysis,SPSS,English,Statistical Literacy,66fce,Factor analysis/Exploratory factor analysis,2026-01-12
2126,Factor-analysis/eur-factor-109-en,eur-factor-109-en,"* Ork for psychologists and educators.*
A scientist is investigating factors that may explain why career opportunities for psychologists and educators are sometimes low. From theoretical insights about career opportunities, the researcher has the idea that several dimensions can be distinguished that have something to do with career opportunities. She has devised 34 statements on which respondents can indicate whether they agree with a statement on a 4-point scale (1. completely agree; 2. somewhat agree; 3. not so much agree; 4. not at all agree). An example of a statement is, ""I completed a relevant internship during my education."" The questionnaire was administered to 312 graduates. Participants' responses to the 34 statements are shown in the data file.
Open the data file.
Conduct an unrotated exploratory factor analysis with principal axis factoring in which you include all statements from the questionnaire and extract 3 factors. What percent of the total variance do the first three factors together explain when 3 factors are extracted?  (1 decimal place)
* Download**: [SPSS file](eur-factor-109-nl-data.sav), [CSV file](eur-factor-109-nl-data.csv)
",num,Factor analysis/Explained variance,Performing analysis,SPSS,English,Statistical Literacy,3f72d,Factor analysis/Explained variance,2026-01-12
2128,Factor-analysis/eur-factor-110-en,eur-factor-110-en,"* Ork for psychologists and educators.*
A scientist is investigating factors that may explain why career opportunities for psychologists and educators are sometimes low. From theoretical insights about career opportunities, the researcher has the idea that several dimensions can be distinguished that have something to do with career opportunities. She has devised 34 statements on which respondents can indicate whether they agree with a statement on a 4-point scale (1. completely agree; 2. somewhat agree; 3. not so much agree; 4. not at all agree). An example of a statement is, ""I completed a relevant internship during my education."" The questionnaire was administered to 312 graduates. Participants' responses to the 34 statements are shown in the data file.
Open the data file.
Perform a factor analysis with principal axis factoring, extracting 2 factors and performing a varimax rotation. For this analysis, how high is the correlation between item 7 and factor 1? (3 decimal places)
* Download**: [SPSS file](eur-factor-110-nl-data.sav), [CSV file](eur-factor-110-nl-data.csv)
",num,Factor analysis/Structure matrix,Performing analysis,SPSS,English,Statistical Literacy,c4c05,Factor analysis/Structure matrix,2026-01-12
2130,Factor-analysis/eur-factor-111-en,eur-factor-111-en,"* Ork for psychologists and educators.*
A scientist is investigating factors that may explain why career opportunities for psychologists and educators are sometimes low. From theoretical insights about career opportunities, the researcher has the idea that several dimensions can be distinguished that have something to do with career opportunities. She has devised 34 statements on which respondents can indicate whether they agree with a statement on a 4-point scale (1. completely agree; 2. somewhat agree; 3. not so much agree; 4. not at all agree). An example of a statement is, ""I completed a relevant internship during my education."" The questionnaire was administered to 312 graduates. Participants' responses to the 34 statements are shown in the data file.
Open the data file.
Perform a factor analysis with principal axis factoring, extracting 4 factors and performing a varimax rotation. By which factor is item 1 best explained? (note factor number)

* Download**: [SPSS file](eur-factor-111-nl-data.sav), [CSV file](eur-factor-111-nl-data.csv)
",num,Factor analysis/Pattern matrix,Performing analysis,SPSS,English,Statistical Literacy,b6e5f,Factor analysis/Pattern matrix,2026-01-12
2132,Factor-analysis/eur-factor-112-en,eur-factor-112-en,"* Ork for psychologists and educators.*
A scientist is investigating factors that may explain why career opportunities for psychologists and educators are sometimes low. From theoretical insights about career opportunities, the researcher has the idea that several dimensions can be distinguished that have something to do with career opportunities. She has devised 34 statements on which respondents can indicate whether they agree with a statement on a 4-point scale (1. completely agree; 2. somewhat agree; 3. not so much agree; 4. not at all agree). An example of a statement is, ""I completed a relevant internship during my education."" The questionnaire was administered to 312 graduates. Participants' responses to the 34 statements are shown in the data file.
Open the data file.
Perform a factor analysis with principal axis factoring, extracting 2 factors and performing a promax rotation. How high is the correlation between factor 1 and 2? (3 decimal places)
* Download**: [SPSS file](eur-factor-112-nl-data.sav), [CSV file](eur-factor-112-nl-data.csv)
",num,Factor analysis/Factor correlation matrix,Performing analysis,SPSS,English,Statistical Literacy,0aabb,Factor analysis/Factor correlation matrix,2026-01-12
2134,Factor-analysis/eur-factor-401-en,eur-factor-401-en,"A researcher investigates the factors that may explain alcohol abuse among the elderly. Based on his theory, the researcher suspects that different dimensions can be distinguished concerning alcohol abuse. She designed 34 statements the elderly can agree or disagree with on a four-point scale (1 = completely agree; 2 = somewhat agree; 3 = somewhat disagree; 4 = completely disagree). An example of a statement is: When I feel lonely, I enjoy drinking an alcoholic beverage. The questionnaire was administered to 312 elderly (>70 years). The responses of the participants to the 34 statements are given in the dataset.
Conduct an unrotated explorative factor analysis with principal axis factoring on all the items of the questionnaire. What is the percentage of the variance that is explained by the third factor? (3 decimals)
Open the dataset below to answer this question:
**Download** [SPSS file](eur-factor-401-en-data.sav), [CSV file](eur-factor-401-en-data.csv)
",num,"Factor analysis/Explained variance, Factor analysis/Eigenvalues, Factor analysis/Exploratory factor analysis","Interpreting output, Performing analysis",SPSS,English,Statistical Literacy,bb169,Factor analysis/Explained variance,2026-01-12
2136,Factor-analysis/eur-factor-402-en,eur-factor-402-en,"A researcher investigates the factors that may explain alcohol abuse among the elderly. Based on the theory, the researcher suspects that different dimensions can be distinguished concerning alcohol abuse. She designed 34 statements the elderly can agree or disagree with on a four-point scale (1 = completely agree; 2 = somewhat agree; 3 = somewhat disagree; 4 = completely disagree). An example of a statement is: When I feel lonely, I enjoy drinking an alcoholic beverage. The questionnaire was administered to 312 elderly (>70 years). The responses of the participants to the 34 statements are given in the dataset.
When 3 factors are extracted, what is the percentage of the variance of the extracted sums of squared loadings that is explained by the 3 factors combined? (3 decimals)
Open the dataset below to answer this question:
**Download** [SPSS file](eur-factor-402-en-data.sav), [CSV file](eur-factor-402-en-data.csv)
",num,"Factor analysis/Explained variance, Factor analysis/Exploratory factor analysis","Performing analysis, Interpreting output",SPSS,English,Statistical Literacy,54de3,Factor analysis/Explained variance,2026-01-12
2138,Factor-analysis/eur-factor-403-en,eur-factor-403-en,"A researcher investigates the factors that may explain alcohol abuse among the elderly. Based on the theory, the researcher suspects that different dimensions can be distinguished concerning alcohol abuse. She designed 34 statements the elderly can agree or disagree with on a four-point scale (1 = completely agree; 2 = somewhat agree; 3 = somewhat disagree; 4 = completely disagree). An example of a statement is: When I feel lonely, I enjoy drinking an alcoholic beverage. The questionnaire was administered to 312 elderly (>70 years). The responses of the participants to the 34 statements are given in the dataset.
After conducting a factor analysis with principal axis factoring with 2 factors and a varimax rotation, what is the correlation between factor 1 and item 7? (3 decimals)
Open the dataset below to answer this question:
**Download** [SPSS file](eur-factor-403-en-data.sav), [CSV file](eur-factor-403-en-data.csv)
",num,Factor analysis/Structure matrix,"Interpreting output, Performing analysis",SPSS,English,Statistical Literacy,ff437,Factor analysis/Structure matrix,2026-01-12
2140,Factor-analysis/eur-factor-404-en,eur-factor-404-en,"A researcher investigates the factors that may explain alcohol abuse among the elderly. Based on the theory, the researcher suspects that different dimensions can be distinguished concerning alcohol abuse. She designed 34 statements the elderly can agree or disagree with on a four-point scale (1 = completely agree; 2 = somewhat agree; 3 = somewhat disagree; 4 = completely disagree). An example of a statement is: When I feel lonely, I enjoy drinking an alcoholic beverage. The questionnaire was administered to 312 elderly (>70 years). The responses of the participants to the 34 statements are given in the dataset.
After conducting a factor analysis with principal axis factoring with 3 factors and a promax rotation, what is the loading (in the pattern matrix) of item 9 on factor 2? (3 decimals)
Open the dataset below to answer this question:
**Download** [SPSS file](eur-factor-404-en-data.sav), [CSV file](eur-factor-404-en-data.csv)
",num,"Factor analysis/Pattern matrix, Factor analysis/Factor loadings, Factor analysis/Exploratory factor analysis","Interpreting output, Performing analysis",SPSS,English,Statistical Literacy,90995,Factor analysis/Pattern matrix,2026-01-12
2142,Factor-analysis/eur-factor-405-en,eur-factor-405-en,"A researcher investigates the factors that may explain alcohol abuse among the elderly. Based on the theory, the researcher suspects that different dimensions can be distinguished concerning alcohol abuse. She designed 34 statements the elderly can agree or disagree with on a four-point scale (1 = completely agree; 2 = somewhat agree; 3 = somewhat disagree; 4 = completely disagree). An example of a statement is: When I feel lonely, I enjoy drinking an alcoholic beverage. The questionnaire was administered to 312 elderly (>70 years). The responses of the participants to the 34 statements are given in the dataset.
After conducting a factor analysis with principal axis factoring with 2 factors and a promax rotation, what is the correlation between factor 1 and factor 2? (3 decimals)
Open the dataset below to answer this question:
**Download** [SPSS file](eur-factor-405-en-data.sav), [CSV file](eur-factor-405-en-data.csv)
",num,"Factor analysis/Factor correlation matrix, Factor analysis/Exploratory factor analysis","Interpreting output, Performing analysis",SPSS,English,Statistical Literacy,1c0ba,Factor analysis/Factor correlation matrix,2026-01-12
2144,Factor-analysis/eur-factor-406-en,eur-factor-406-en,"A researcher working at the psychology institute investigates alcohol abuse among adolescents. The researcher designed 34 statements the adolescents can agree or disagree with on a four-point scale (1 = completely agree; 2 = somewhat agree; 3 = somewhat disagree; 4 = completely disagree). An example of a statement is: When I feel lonely, I enjoy drinking an alcoholic beverage. The answers of 312 girls (0) and boys (1) to the 34 statements are in the dataset. 
Conduct an unrotated explorative factor analysis with principal axis factoring on all the items of the questionnaire. What is the percentage of the variance that is explained by the second factor? (3 decimals)
Open the dataset below to answer this question:
**Download** [SPSS file](eur-factor-406-en-data.sav), [CSV file](eur-factor-406-en-data.csv)
",num,"Factor analysis/Explained variance, Factor analysis/Exploratory factor analysis, Factor analysis/Eigenvalues","Interpreting output, Performing analysis",SPSS,English,Statistical Literacy,71bca,Factor analysis/Explained variance,2026-01-12
2146,Factor-analysis/eur-factor-407-en,eur-factor-407-en,"A researcher working at the psychology institute investigates alcohol abuse among adolescents. The researcher designed 34 statements the adolescents can agree or disagree with on a four-point scale (1 = completely agree; 2 = somewhat agree; 3 = somewhat disagree; 4 = completely disagree). An example of a statement is: When I feel lonely, I enjoy drinking an alcoholic beverage. The answers of 312 girls (0) and boys (1) to the 34 statements are in the dataset. 
When 4 factors are extracted by principal axis factoring, what is the percentage of the variance (extracted sums of squared loadings) that is explained by the 4 factors combined? (3 decimals)
Open the dataset below to answer this question:
**Download** [SPSS file](eur-factor-407-en-data.sav), [CSV file](eur-factor-407-en-data.csv)
",num,"Factor analysis/Explained variance, Factor analysis/Exploratory factor analysis","Interpreting output, Performing analysis",SPSS,English,Statistical Literacy,f2c81,Factor analysis/Explained variance,2026-01-12
2148,Factor-analysis/eur-factor-408-en,eur-factor-408-en,"A researcher working at the psychology institute investigates alcohol abuse among adolescents. The researcher designed 34 statements the adolescents can agree or disagree with on a four-point scale (1 = completely agree; 2 = somewhat agree; 3 = somewhat disagree; 4 = completely disagree). An example of a statement is: When I feel lonely, I enjoy drinking an alcoholic beverage. The answers of 312 girls (0) and boys (1) to the 34 statements are in the dataset. 
Conduct a factor analysis with principal axis factoring with 2 factors and an orthogonal varimax rotation, what is the correlation between factor 2 and item 3 on the rotated factor matrix? (3 decimals)
Open the dataset below to answer this question:
**Download** [SPSS file](eur-factor-408-en-data.sav), [CSV file](eur-factor-408-en-data.csv)
",num,"Factor analysis/Exploratory factor analysis, Factor analysis/Rotations, Factor analysis/Factor loadings","Interpreting output, Performing analysis",SPSS,English,Statistical Literacy,23443,Factor analysis/Exploratory factor analysis,2026-01-12
2150,Factor-analysis/eur-factor-409-en,eur-factor-409-en,"A researcher working at the psychology institute investigates alcohol abuse among adolescents. The researcher designed 34 statements the adolescents can agree or disagree with on a four-point scale (1 = completely agree; 2 = somewhat agree; 3 = somewhat disagree; 4 = completely disagree). An example of a statement is: When I feel lonely, I enjoy drinking an alcoholic beverage. The answers of 312 girls (0) and boys (1) to the 34 statements are in the dataset. 
Conduct a factor analysis with principal axis factoring with 3 factors and a non-orthogonal promax rotation. What is the value of the coefficient that shows the unique contribution of factor 2 on item 9? (3 decimals)
Open the dataset below to answer this question:
**Download** [SPSS file](eur-factor-409-en-data.sav), [CSV file](eur-factor-409-en-data.csv)
",num,"Factor analysis/Pattern matrix, Factor analysis/Exploratory factor analysis, Factor analysis/Rotations","Interpreting output, Performing analysis",SPSS,English,Statistical Literacy,d2f2b,Factor analysis/Pattern matrix,2026-01-12
2152,Factor-analysis/eur-factor-410-en,eur-factor-410-en,"A researcher working at the psychology institute investigates alcohol abuse among adolescents. The researcher designed 34 statements the adolescents can agree or disagree with on a four-point scale (1 = completely agree; 2 = somewhat agree; 3 = somewhat disagree; 4 = completely disagree). An example of a statement is: When I feel lonely, I enjoy drinking an alcoholic beverage. The answers of 312 girls (0) and boys (1) to the 34 statements are in the dataset. 
Conduct a factor analysis with principal axis factoring with 2 factors and a non-orthogonal promax rotation. What is the correlation between factor 1 and factor 2? (3 decimals)
Open the dataset below to answer this question:
**Download** [SPSS file](eur-factor-410-en-data.sav), [CSV file](eur-factor-410-en-data.csv)
",num,"Factor analysis/Factor correlation matrix, Factor analysis/Exploratory factor analysis, Factor analysis/Rotations","Interpreting output, Performing analysis",SPSS,English,Statistical Literacy,70c81,Factor analysis/Factor correlation matrix,2026-01-12
2257,Inferential_Statistics/eur-inferential_statistics-120-en,eur-inferential_statistics-120-en,"* Nowledge about the professional field.*
A knowledge test about the professional field of psychologists and pedagogues consists of 20 items and was administered to 202 students in the master's program in psychology and pedagogy. The total number of correctly answered questions is shown in the variable [total score]. The variable [education] indicates whether a person is studying pedagogy (0) or psychology (1).
Open the data file.
A researcher wants to see if he can predict total score with IQ score and wonders if the relationship is different for psychologists and pedagogues [education]. Perform a regression analysis to investigate this question. What is the unstandardized regression weight of the interaction effect education x IQscore? (3 decimal places)

* Download**: [SPSS file](eur-inferential_statistics-120-en-data.sav), [CSV file](eur-inferential_statistics-120-en-data.csv)
",num,Inferential Statistics/Regression/Multiple linear regression,Performing analysis,SPSS,English,Statistical Literacy,40d3c,Inferential Statistics/Multiple linear regression,2026-01-12
2259,Inferential_Statistics/eur-inferential_statistics-121-en,eur-inferential_statistics-121-en,"* Nowledge about the professional field.*
A knowledge test about the professional field of psychologists and pedagogues consists of 20 items and was administered to 202 students in the master's degree program in psychology and pedagogy. The total number of correctly answered questions is shown in the variable [total score]. The variable [education] indicates whether a person is studying pedagogy (0) or psychology (1). The variable [master direction] indicates which subject direction someone is studying, namely clinical child and adolescent (0), remedial pedagogy (1), brain and cognition (2) or work and organizational psychology (3).
Open the data file.
A researcher thinks there are differences in total scores between students who took clinical child and adolescent; orthopedagogy; brain and cognition and labor and organizational psychology. (variable [master's direction]). Conduct an analysis to examine whether students from different master's disciplines differ in mean total score [total score]. What is the effect size (partial eta squared) of this effect (3 decimal places)?
* Download**: [SPSS file](eur-inferential_statistics-121-en-data.sav), [CSV file](eur-inferential_statistics-121-en-data.csv)
",num,Inferential Statistics/Effect size/Eta squared,Performing analysis,SPSS,English,Statistical Literacy,b97ef,Inferential Statistics/Eta squared,2026-01-12
2261,Inferential_Statistics/eur-inferential_statistics-122-en,eur-inferential_statistics-122-en,"A researcher is interested in the consequences of the 2008 financial crisis for 16- and 17-year olds. She wants to predict their leisure expenses in November 2012 [expenses_nov] from a number of predictors. She collected data from 202 teenagers: 1) leisure expenses in November 2012 [expenses_nov]; 2) leisure expenses in July 2012 [expenses_jul]; 3) income from their side occupation in November 2012 [salary_nov]; 4) time spent on studying [studytime]; and 5) their educational level [education] (1 = vmbo, 2 = havo, 3 = vwo)*.
**translation for the Dutch education levels: (1 = Lower General Secondary Education, 2 = Higher General Secondary Education, 3 = Pre-university Education)*

Open the data file.
Predict leisure expenses in November 2012 [expenses_nov] from leisure expenses in July 2012 [expenses_jul], income from their side occupation in November 2012 [salary_nov], and time spent on studying [studytime]. What is proportion explained variance of this model (in the sample)? (3 decimals)
**Download**: [SPSS file](eur-inferential_statistics-122-en-data.sav), [CSV file](eur-inferential_statistics-122-en-data.csv)
",num,Inferential Statistics/Regression/R squared,Performing analysis,SPSS,English,Statistical Literacy,95c73,Inferential Statistics/R squared,2026-01-12
2263,Inferential_Statistics/eur-inferential_statistics-123-en,eur-inferential_statistics-123-en,"A researcher is interested in the consequences of the financial crisis for 16- and 17-year olds. She wants to predict their leisure expenses in November 2012 [expenses_nov] from a number of predictors. She collected data from 202 teenagers: 1) leisure expenses in November 2012 [expenses_nov]; 2) leisure expenses in July 2012 [expenses_jul]; 3) income from their side occupation in November 2012 [salary_nov]; 4) time spent on studying [studytime]; and 5) their educational level [education] (1 = vmbo, 2 = havo, 3 = vwo)*.
**translation for the Dutch education levels: (1 = Lower General Secondary Education, 2 = Higher General Secondary Education, 3 = Pre-university Education)*
Open the data file. Check for outlier assumptions on November's expenses.
What is for this model the standardized residual for the person that spent 264.2 Euro on leisure in November 2012 [expenses_nov]? (3 decimals)
**Download**: [SPSS file](eur-inferential_statistics-123-en-data.sav), [CSV file](eur-inferential_statistics-123-en-data.csv)
",num,Inferential Statistics/Regression/Residuals,Performing analysis,SPSS,English,Statistical Literacy,6b57b,Inferential Statistics/Residuals,2026-01-12
2265,Inferential_Statistics/eur-inferential_statistics-124-en,eur-inferential_statistics-124-en,"A researcher is interested in the consequences of the financial crisis for 16- and 17-year olds. She wants to predict their leisure expenses in November 2012 [expenses_nov] from a number of predictors. She collected data from 202 teenagers: 1) leisure expenses in November 2012 [expenses_nov]; 2) leisure expenses in July 2012 [expenses_jul]; 3) income from their side occupation in November 2012 [salary_nov]; 4) time spent on studying [studytime]; and 5) their educational level [education] (1 = vmbo, 2 = havo, 3 = vwo)*.
**translation for the Dutch education levels: (1 = Lower General Secondary Education, 2 = Higher General Secondary Education, 3 = Pre-university Education)*
Open the data file.
What is in this model the standardized regression coefficient for leisure expenses in July 2012 [expenses_jul]? (3 decimals)
**Download**: [SPSS file](eur-inferential_statistics-124-en-data.sav), [CSV file](eur-inferential_statistics-124-en-data.csv)
",num,"Inferential Statistics/Regression/Standardized coefficient, Inferential Statistics/Regression/Simple linear regression",Performing analysis,SPSS,English,Statistical Literacy,fba54,Inferential Statistics/Standardized coefficient,2026-01-12
2267,Inferential_Statistics/eur-inferential_statistics-125-en,eur-inferential_statistics-125-en,"A researcher is interested in the consequences of the financial crisis for 16- and 17-year olds. She wants to predict their leisure expenses in November 2012 [expenses_nov] from a number of predictors. She collected data from 202 teenagers: 1) leisure expenses in November 2012 [expenses_nov]; 2) leisure expenses in July 2012 [expenses_jul]; 3) income from their side occupation in November 2012 [salary_nov]; 4) time spent on studying [studytime]; and 5) their educational level [education] (1 = vmbo, 2 = havo, 3 = vwo)*.
**translation for the Dutch education levels: (1 = Lower General Secondary Education, 2 = Higher General Secondary Education, 3 = Pre-university Education)*
Open the data file.
What is in this model the predicted leisure expense in November 2012 for the teenager with respondent number [pp] 63? (no decimals)
**Download**: [SPSS file](eur-inferential_statistics-125-en-data.sav), [CSV file](eur-inferential_statistics-125-en-data.csv)
",num,"Inferential Statistics/Regression/Prediction, Inferential Statistics/Regression/Simple linear regression, Inferential Statistics/Regression/Equation",Performing analysis,SPSS,English,Statistical Literacy,6faa7,Inferential Statistics/Prediction,2026-01-12
2269,Inferential_Statistics/eur-inferential_statistics-126-en,eur-inferential_statistics-126-en,"A researcher is interested in the consequences of the financial crisis for 16- and 17-year olds. She wants to predict their leisure expenses in November 2012 [expenses_nov] from a number of predictors. She collected data from 202 teenagers: 1) leisure expenses in November 2012 [expenses_nov]; 2) leisure expenses in July 2012 [expenses_jul]; 3) income from their side occupation in November 2012 [salary_nov]; 4) time spent on studying [studytime]; and 5) their educational level [education] (1 = vmbo, 2 = havo, 3 = vwo)*.
**translation for the Dutch education levels: (1 = Lower General Secondary Education, 2 = Higher General Secondary Education, 3 = Pre-university Education)*
Open the data file.
How much did the proportion of explained variance in leisure expenses in November 2012 [expenses_nov] increase after the variable educational level [education] was added as a predictor to the model? 
**Download**: [SPSS file](eur-inferential_statistics-126-en-data.sav), [CSV file](eur-inferential_statistics-126-en-data.csv)
",num,"Inferential Statistics/Regression/R squared, Inferential Statistics/Regression/Prediction",Performing analysis,SPSS,English,Statistical Literacy,9d6b2,Inferential Statistics/R squared,2026-01-12
2271,Inferential_Statistics/eur-inferential_statistics-127-en,eur-inferential_statistics-127-en,"Research has shown that when people learn words from a foreign language they better remember those words if they first study the words and then test themselves trying to recollect the words, compared to just studying the words twice. A researcher from the institute of psychology wants to know whether this so-called testing effect can be proven to exist in the classroom. She divides a group of 60 students into three groups [condition]. The students in group 1 study a list of 30 French words and their Dutch translation twice (1 = restudy). The students in group 2 study the list of 30 French words and their Dutch translation once and then test themselves (2 = testing). The students in group 3 just study the list of 30 French words and their Dutch translation once without testing themselves (3 = study_once). A week after the study phase, the students took a test where they had to give the Dutch translation of the 30 French words that they studied earlier. The total number of correct translations is represented by the variable score [score]. Additionally, the researcher included for each student his/her French grade [French].
Open the data file.
What is the average amount of error variance (Mean Square Error) in this model? (3 decimals)
**Download**: [SPSS file](eur-inferential_statistics-127-en-data.sav), [CSV file](eur-inferential_statistics-127-en-data.csv)
",num,"Inferential Statistics/Regression/Regression F-test, Inferential Statistics/Regression/Sum of squares",Performing analysis,SPSS,English,Statistical Literacy,59b5b,Inferential Statistics/Regression F-test,2026-01-12
2273,Inferential_Statistics/eur-inferential_statistics-128-en,eur-inferential_statistics-128-en,"Research has shown that when people learn words from a foreign language they better remember those words if they first study the words and then test themselves trying to recollect the words, compared to just studying the words twice. A researcher from the institute of psychology wants to know whether this so-called testing effect can be proven to exist in the classroom. She divides a group of 60 students into three groups [condition]. The students in group 1 study a list of 30 French words and their Dutch translation twice (1 = restudy). The students in group 2 study the list of 30 French words and their Dutch translation once and then test themselves (2 = testing). The students in group 3 just study the list of 30 French words and their Dutch translation once without testing themselves (3 = study_once). A week after the study phase, the students took a test where they had to give the Dutch translation of the 30 French words that they studied earlier. The total number of correct translations is represented by the variable score [score]. Additionally, the researcher included for each student his/her French grade [French].
Open the data file.
Conduct Post-Hoc tests to determine whether the performance [score] of students in the testing condition (testing) differs from students in the re-studying condition (restudy). What is the standard error of this difference? (3 decimals)
**Download**: [SPSS file](eur-inferential_statistics-128-en-data.sav), [CSV file](eur-inferential_statistics-128-en-data.csv)
",num,"Inferential Statistics/Regression/Standard error of the estimate, Inferential Statistics/Parametric Techniques/ANOVA/Oneway ANOVA",Performing analysis,SPSS,English,Statistical Literacy,ecf0b,Inferential Statistics/Standard error of the estimate,2026-01-12
2275,Inferential_Statistics/eur-inferential_statistics-129-en,eur-inferential_statistics-129-en,"Research has shown that when people learn words from a foreign language they better remember those words if they first study the words and then test themselves trying to recollect the words, compared to just studying the words twice. A researcher from the institute of psychology wants to know whether this so-called testing effect can be proven to exist in the classroom. She divides a group of 60 students into three groups [condition]. The students in group 1 study a list of 30 French words and their Dutch translation twice (1 = restudy). The students in group 2 study the list of 30 French words and their Dutch translation once and then test themselves (2 = testing). The students in group 3 just study the list of 30 French words and their Dutch translation once without testing themselves (3 = study_once). A week after the study phase, the students took a test where they had to give the Dutch translation of the 30 French words that they studied earlier. The total number of correct translations is represented by the variable score [score]. Additionally, the researcher included for each student his/her French grade [French].
Open the data file.
The researcher wants to know whether there is an effect of [condition] on performance [score] while controlling for French grades [French]. Before she can conduct the appropriate analysis, she wants to test whether the three groups differ with respect to their average French grade [French]. What is the F-value for this latter test? (3 decimals)
**Download**: [SPSS file](eur-inferential_statistics-129-en-data.sav), [CSV file](eur-inferential_statistics-129-en-data.csv)
",num,Inferential Statistics/Regression/Regression F-test,Performing analysis,SPSS,English,Statistical Literacy,d80cf,Inferential Statistics/Regression F-test,2026-01-12
